2014-10-06 10:33:17 - kmerize.py - Will process 1 fasta files
2014-10-06 10:33:17 - kmerize.py - Processing file 500nt_Resample_1/viruses_contigs.fa
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|15320794|ref|NC_003084.1|:1-543 Culex nigripalpus NPV, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|23334594|ref|NC_004293.1|:974-1869 Tacaribe virus segment S, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|239590011|ref|NC_012788.1|:81-582 Mycobacterium phage Angel, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|27228718|ref|NC_004450.1|:546-1223 Taro bacilliform virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|27881465|ref|NC_004542.1|:921-1749 Canine calicivirus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29243881|ref|NC_004641.1|:382-970 Tobacco leaf curl Kochi virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29337246|ref|NC_004655.1|:226-751 East African cassava mosaic Zanzibar virus DNA-A, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29501756|ref|NC_004673.1|:610-1565 Okra yellow vein mosaic virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29570858|gb|AACD01000005.1|:828-1370 Aspergillus nidulans FGSC A4 chromosome VIII ANcontig1.5, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29570870|gb|AACD01000017.1|:437-1142 Aspergillus nidulans FGSC A4 chromosome VIII ANcontig1.17, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29570897|gb|AACD01000044.1|:896-1274 Aspergillus nidulans FGSC A4 chromosome VI ANcontig1.44, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29570978|gb|AACD01000125.1|:552-1015 Aspergillus nidulans FGSC A4 chromosome IV ANcontig1.125, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29570984|gb|AACD01000131.1|:968-1462 Aspergillus nidulans FGSC A4 chromosome IV ANcontig1.131, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29570995|gb|AACD01000142.1|:303-888 Aspergillus nidulans FGSC A4 chromosome II ANcontig1.142, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29571034|gb|AACD01000181.1|:420-1235 Aspergillus nidulans FGSC A4 ANcontig1.181, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|29571072|gb|AACD01000219.1|:120-648 Aspergillus nidulans FGSC A4 ANcontig1.219, whole genome shotgun sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|310004946|gb|GU071106.1|:36-440 Synechococcus phage Syn19, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|33300811|ref|NC_005045.1|:965-1165 Pseudomonas phage phiKMV, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|38371723|ref|NC_005215.1|:524-1084 Sin Nombre virus segment M, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|38505533|ref|NC_005238.1|:101-526 Seoul virus strain Seoul 80-39 clone 1
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|38707562|ref|NC_005283.1|:694-1674 Dolphin morbillivirus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|388260063|ref|NC_017940.1|:98-734 European sheatfish virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|39840949|ref|NC_005302.1|:734-1122 Crimean-Congo hemorrhagic fever virus segment S, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|400354950|ref|NC_018401.1|:80-474 Gyrovirus 4, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|41057577|ref|NC_005330.1|:777-1154 Sida micrantha mosaic virus segment A, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|42794082|ref|NC_005636.1|:403-934 Horsegram yellow mosaic virus DNA B, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|448245173|ref|NC_020205.1|:10-598 Xanthomonas citri phage CP2 DNA, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|456351021|ref|NC_020414.1|:21-520 Enterobacteria phage UAB_Phi78, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|50253426|ref|NC_005134.2|:530-1191 Human papillomavirus type 96, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|50261332|ref|NC_005990.1|:254-454 Chuzan virus segment 1, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|50261332|ref|NC_005990.1|:454-654 Chuzan virus segment 1, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|50428554|ref|NC_006059.1|:890-1238 Zygocactus virus X, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|514360970|ref|NC_021551.1|:37-742 Human rotavirus B strain Bang373 VP3 (VP3) mRNA, complete cds
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|51518014|ref|NC_006146.1|:340-583 Macacine herpesvirus 4, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|530323606|ref|NC_022006.1|:85-440 Broad bean true mosaic virus isolate EV-11 segment RNA2, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|543171309|ref|NC_022335.1|:72-873 Propionibacterium phage PHL067M10, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|56121875|ref|NC_006494.1|:566-856 Varroa destructor virus-1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|56158847|ref|AC_000003.1|:727-1259 Canine adenovirus 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|56160738|ref|AC_000014.1|:415-854 Fowl adenovirus A, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|56692441|ref|NC_006551.1|:543-1337 Usutu virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|57753428|ref|NC_006634.1|:306-511 Cotesia congregata bracovirus segment Circle2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|586929342|ref|NC_023486.1|:31-231 Inachis io cypovirus 2 segment 2, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|589892984|ref|NC_023551.1|:58-760 Enterococcus phage IME-EF4, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|589893411|ref|NC_023603.1|:69-566 Mycobacterium phage 39HC, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|602259533|ref|NC_023856.1|:87-698 Salmonella phage vB_SalM_SJ2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|62401661|ref|NC_006960.1|:309-803 Pleurotus ostreatus virus 1 RNA-2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|6446580|ref|NC_000942.1|:3080-3608 Murine adenovirus A, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|6446580|ref|NC_000942.1|:3608-4136 Murine adenovirus A, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|66391234|ref|NC_007037.1|:318-759 Microplitis demolitor bracovirus segment K, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|66391234|ref|NC_007037.1|:759-1200 Microplitis demolitor bracovirus segment K, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|66395450|ref|NC_007051.1|:964-1872 Staphylococcus phage 2638A, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|66395885|ref|NC_007057.1|:872-1680 Staphylococcus phage 96, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|675510812|ref|NC_024777.1|:70-502 Small begomovirus-associated satellite isolate Sa19-S1, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|70980512|ref|NC_007192.1|:302-794 Lily virus X, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|70980512|ref|NC_007192.1|:794-1286 Lily virus X, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|73919059|ref|NC_007373.1|:194-644 Influenza A virus (A/New York/392/2004(H3N2)) segment 1, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|76803354|ref|NC_007433.1|:688-1378 Shallot yellow stripe virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|78767039|ref|NC_007552.1|:524-1042 Adult diarrheal rotavirus strain J19, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|81079705|ref|NC_007582.1|:917-1422 Aquareovirus A segment 1, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|84662653|ref|NC_007710.1|:316-516 Xanthomonas phage OP2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|85718592|ref|NC_007733.1|:259-1016 Angelonia flower break virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|89888094|ref|NC_007856.1|:223-423 Enterobacteria phage ID18, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|94676136|ref|NC_007996.1|:796-1473 Campoletis sonorensis ichnovirus segment M, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9625381|ref|NC_001332.1|:6532-6732 Enterobacteria phage I2-2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626041|ref|NC_001354.1|:4907-5477 Human papillomavirus type 41, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626041|ref|NC_001354.1|:5477-6047 Human papillomavirus type 41, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626053|ref|NC_001355.1|:6103-6926 Human papillomavirus type 6b, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626053|ref|NC_001355.1|:6926-7749 Human papillomavirus type 6b, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626063|ref|NC_001356.1|:3411-3861 Human papillomavirus - 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626063|ref|NC_001356.1|:3861-4311 Human papillomavirus - 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626096|ref|NC_001362.1|:6036-6772 Friend murine leukemia virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626316|ref|NC_001418.1|:2583-3361 Pseudomonas phage Pf3, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626453|ref|NC_001436.1|:4153-4862 Human T-lymphotropic virus 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626460|ref|NC_001437.1|:9571-10321 Japanese encephalitis virus, genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626475|ref|NC_001441.1|:5386-5869 Narcissus mosaic virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626508|ref|NC_001445.1|:6517-7130 Plum pox virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626510|ref|NC_001447.1|:1102-1755 Acholeplasma phage L2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626510|ref|NC_001447.1|:1755-2408 Acholeplasma phage L2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626553|ref|NC_001454.1|:3172-3559 Human adenovirus F, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626553|ref|NC_001454.1|:8702-9220 Human adenovirus F, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626553|ref|NC_001454.1|:9220-9738 Human adenovirus F, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626732|ref|NC_001489.1|:4443-4985 Hepatitis A virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626732|ref|NC_001489.1|:4985-5527 Hepatitis A virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626971|ref|NC_001504.1|:1143-1681 Melon necrotic spot virus, genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9626986|ref|NC_001507.1|:1016-1314 Tomato golden mosaic virus DNA A, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627034|ref|NC_001517.1|:1795-2292 Pepper mottle virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627074|ref|NC_001524.1|:4998-5457 European elk papillomavirus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627145|ref|NC_001531.1|:1160-1687 Human papillomavirus - 5, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627145|ref|NC_001531.1|:5468-5876 Human papillomavirus - 5, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627145|ref|NC_001531.1|:5876-6284 Human papillomavirus - 5, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627190|ref|NC_001540.1|:3242-3958 Bovine parvovirus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627196|ref|NC_001541.1|:4354-5043 Cottontail rabbit papillomavirus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627219|ref|NC_001552.1|:5597-6035 Sendai virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627244|ref|NC_002031.1|:3981-4805 Yellow fever virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627257|ref|NC_001576.1|:4238-4723 Human papillomavirus type 10, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627425|ref|NC_001604.1|:1822-2053 Enterobacteria phage T7, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627493|ref|NC_001607.1|:2263-2843 Borna disease virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627493|ref|NC_001607.1|:2843-3423 Borna disease virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627493|ref|NC_001607.1|:7425-8043 Borna disease virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627493|ref|NC_001607.1|:8043-8661 Borna disease virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627507|ref|NC_001609.1|:7224-7767 Enterobacteria phage P4, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627507|ref|NC_001609.1|:9639-10142 Enterobacteria phage P4, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627521|ref|NC_001611.1|:7351-7551 Variola virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627521|ref|NC_001611.1|:7551-7751 Variola virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627728|ref|NC_001616.1|:2915-3877 Potato virus Y, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9627971|ref|NC_001639.1|:2834-3126 Lactate dehydrogenase-elevating virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9628002|ref|NC_001650.1|:9897-10698 Equid herpesvirus 2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9628082|ref|NC_001652.1|:5193-5421 Infectious hematopoietic necrosis virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9628429|ref|NC_001671.1|:4792-5362 Pea seed-borne mosaic virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9628835|ref|NC_001720.1|:8590-8929 Fowl adenovirus A, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9628932|ref|NC_001731.1|:8180-8563 Molluscum contagiosum virus subtype 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629189|ref|NC_001780.1|:1547-2040 Saguaro cactus virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629189|ref|NC_001780.1|:2040-2533 Saguaro cactus virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629244|ref|NC_001785.1|:3070-3636 Papaya ringspot virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629267|ref|NC_001798.1|:3898-4449 Human herpesvirus 2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629357|ref|NC_001802.1|:6503-7109 Human immunodeficiency virus 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629460|ref|NC_001812.1|:1846-2452 Cymbidium mosaic virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629466|ref|NC_001813.1|:5878-6375 Duck adenovirus A, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629708|ref|NC_001836.1|:1406-2099 Little cherry virus 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629812|ref|NC_001846.1|:1613-1977 Murine hepatitis virus strain A59, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629812|ref|NC_001846.1|:1977-2341 Murine hepatitis virus strain A59, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629925|ref|NC_001871.1|:6049-6826 Feline foamy virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629930|ref|NC_001873.1|:3375-3792 Turnip vein-clearing virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9629930|ref|NC_001873.1|:3898-4266 Turnip vein-clearing virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9630327|ref|NC_001895.1|:4686-5124 Enterobacteria phage P2, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9630710|ref|NC_001942.1|:3947-4249 Mycoplasma phage MAV1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9631267|ref|NC_001989.1|:6472-6940 Bovine respiratory syncytial virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9631267|ref|NC_001989.1|:6940-7408 Bovine respiratory syncytial virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9632368|ref|NC_002046.1|:1627-2048 Sida golden mosaic virus DNA-A, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9632377|ref|NC_002048.1|:1813-2398 Potato yellow mosaic Panama virus DNA A, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9632391|ref|NC_002052.1|:7758-8545 Tomato spotted wilt virus RNA L, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9632565|ref|NC_000858.1|:8144-8978 Simian T-lymphotropic virus 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9632893|ref|NC_000871.1|:6560-6956 Streptococcus phage Sfi19, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9633069|ref|NC_000898.1|:5550-6211 Human herpesvirus 6B, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9633550|ref|NC_000935.1|:7881-8647 Acyrthosiphon pisum bacteriophage APSE-1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9633622|ref|NC_000943.1|:9188-9664 Murray Valley encephalitis virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9634221|ref|NC_002169.1|:2421-2968 Spodoptera exigua MNPV, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9634968|ref|NC_002199.1|:8359-9277 Tupaia paramyxovirus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9634977|ref|NC_002201.1|:2502-3187 Equine foamy virus, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9635246|ref|NC_002330.1|:2650-2850 Soil-borne cereal mosaic virus RNA2, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9635246|ref|NC_002330.1|:2816-3016 Soil-borne cereal mosaic virus RNA2, complete sequence
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9635453|ref|NC_002358.1|:1408-1985 Oat golden stripe virus RNA 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9635453|ref|NC_002358.1|:5915-6646 Oat golden stripe virus RNA 1, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9790292|ref|NC_001543.1|:6455-7321 Rabbit hemorrhagic disease virus-FRG, complete genome
2014-10-06 10:33:17 - kmerize.py - Processing sequence gi|9964607|ref|NC_002519.1|:6456-7109 Roseobacter phage SIO1, complete genome
